Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste vindkast (døgn);Middel av middelvind fra hovedobs. (døgn)
Oslo - Blindern;SN18700;09.03.1958;1011,1;-;1
Oslo - Blindern;SN18700;10.03.1958;1009;-;1
Oslo - Blindern;SN18700;11.03.1958;1001,5;-;3,1
Oslo - Blindern;SN18700;12.03.1958;1003,6;-;1,4
Oslo - Blindern;SN18700;13.03.1958;1011,8;-;1,4
Oslo - Blindern;SN18700;14.03.1958;1014,4;-;3,9
Oslo - Blindern;SN18700;15.03.1958;1015,8;-;4,6
Oslo - Blindern;SN18700;16.03.1958;1023,7;-;0,9
Oslo - Blindern;SN18700;17.03.1958;1022,7;-;0,7
Oslo - Blindern;SN18700;18.03.1958;1022;-;4,5
Oslo - Blindern;SN18700;19.03.1958;1029;-;5,5
Oslo - Blindern;SN18700;20.03.1958;1031;-;1,9
Oslo - Blindern;SN18700;21.03.1958;1034,1;-;1,6
Oslo - Blindern;SN18700;22.03.1958;1032;-;0,7
Oslo - Blindern;SN18700;23.03.1958;1027,8;-;0,7
Oslo - Blindern;SN18700;24.03.1958;1022,8;-;0,7
Oslo - Blindern;SN18700;25.03.1958;1018,1;-;1,2
Oslo - Blindern;SN18700;26.03.1958;1015,9;-;2,1
Oslo - Blindern;SN18700;27.03.1958;1018,8;-;1,7
Oslo - Blindern;SN18700;28.03.1958;1022,4;-;0,7
Oslo - Blindern;SN18700;29.03.1958;1027,2;-;1,4
Oslo - Blindern;SN18700;30.03.1958;1031,7;-;1,4
Oslo - Blindern;SN18700;31.03.1958;1032,4;-;0,3
Oslo - Blindern;SN18700;01.04.1958;1027,9;-;5,6
Oslo - Blindern;SN18700;02.04.1958;1026,9;-;7,4
Oslo - Blindern;SN18700;03.04.1958;1026,5;-;3,8
Oslo - Blindern;SN18700;04.04.1958;1019,6;-;3,8
Oslo - Blindern;SN18700;05.04.1958;1013,7;-;1,4
Oslo - Blindern;SN18700;06.04.1958;1015,9;-;4,8
Oslo - Blindern;SN18700;07.04.1958;1014,9;-;0,7
Oslo - Blindern;SN18700;08.04.1958;1016;-;1,7
Oslo - Blindern;SN18700;09.04.1958;1005,8;-;9,8
Oslo - Blindern;SN18700;10.04.1958;1027,5;-;4,1
Oslo - Blindern;SN18700;11.04.1958;1032,9;-;0,7
Oslo - Blindern;SN18700;12.04.1958;1026,2;-;1,7
Oslo - Blindern;SN18700;13.04.1958;1016,9;-;0,3
Oslo - Blindern;SN18700;14.04.1958;1015,5;-;1
Oslo - Blindern;SN18700;15.04.1958;1002,5;-;1,5
Oslo - Blindern;SN18700;16.04.1958;1001,7;-;1,7
Oslo - Blindern;SN18700;17.04.1958;1011;-;1
Oslo - Blindern;SN18700;18.04.1958;1013,4;-;4
Oslo - Blindern;SN18700;19.04.1958;1006,1;-;1
Oslo - Blindern;SN18700;20.04.1958;1008,1;-;0,3
Oslo - Blindern;SN18700;21.04.1958;1005;-;1,7
Oslo - Blindern;SN18700;22.04.1958;1020,4;-;3,1
Oslo - Blindern;SN18700;23.04.1958;1022;-;1,7
Oslo - Blindern;SN18700;24.04.1958;1022,4;-;1,4
Oslo - Blindern;SN18700;25.04.1958;1016,5;-;4,5
Oslo - Blindern;SN18700;26.04.1958;1006,8;-;2,6
Oslo - Blindern;SN18700;27.04.1958;1001,4;-;4,6
Oslo - Blindern;SN18700;28.04.1958;1006,7;-;3,9
Oslo - Blindern;SN18700;29.04.1958;1013,9;-;2,7
Oslo - Blindern;SN18700;30.04.1958;1021,3;-;6
Oslo - Blindern;SN18700;01.05.1958;1024,2;-;5,3
Oslo - Blindern;SN18700;02.05.1958;1005,1;-;4,1
Oslo - Blindern;SN18700;03.05.1958;1010,1;-;6,7
Oslo - Blindern;SN18700;04.05.1958;1012,8;-;5,8
Oslo - Blindern;SN18700;05.05.1958;1011,4;-;1
Oslo - Blindern;SN18700;06.05.1958;1005,3;-;3,4
Oslo - Blindern;SN18700;07.05.1958;999,9;-;5,5
Oslo - Blindern;SN18700;08.05.1958;1010,4;-;2,8
Oslo - Blindern;SN18700;09.05.1958;1003,1;-;2,1
Oslo - Blindern;SN18700;10.05.1958;1007,1;-;3,4
Oslo - Blindern;SN18700;11.05.1958;1005,7;-;1,5
Oslo - Blindern;SN18700;12.05.1958;1000,6;-;1
Oslo - Blindern;SN18700;13.05.1958;1008,4;-;5,3
Oslo - Blindern;SN18700;14.05.1958;1014,8;-;2,6
Oslo - Blindern;SN18700;15.05.1958;1002,8;-;4,1
Oslo - Blindern;SN18700;16.05.1958;997,8;-;1,7
Oslo - Blindern;SN18700;17.05.1958;1002,5;-;0,7
Oslo - Blindern;SN18700;18.05.1958;1000,3;-;3,6
Oslo - Blindern;SN18700;19.05.1958;1011,5;-;3,8
Oslo - Blindern;SN18700;20.05.1958;1002,9;-;7,2
Oslo - Blindern;SN18700;21.05.1958;1002,4;-;6,3
Oslo - Blindern;SN18700;22.05.1958;1012,4;-;7,2
Oslo - Blindern;SN18700;23.05.1958;1018,5;-;1
Oslo - Blindern;SN18700;24.05.1958;1017,7;-;3,3
Oslo - Blindern;SN18700;25.05.1958;1017;-;1,9
Oslo - Blindern;SN18700;26.05.1958;1009;-;5,1
Oslo - Blindern;SN18700;27.05.1958;1015,5;-;4,5
Oslo - Blindern;SN18700;28.05.1958;1014,9;-;0,7
Oslo - Blindern;SN18700;29.05.1958;1014,8;-;2,9
Oslo - Blindern;SN18700;30.05.1958;1023,1;-;1,7
Oslo - Blindern;SN18700;31.05.1958;1023,9;-;2,7
Oslo - Blindern;SN18700;01.06.1958;1022,8;-;2,1
Oslo - Blindern;SN18700;02.06.1958;1020,8;-;1
Oslo - Blindern;SN18700;03.06.1958;1018;-;3,1
Oslo - Blindern;SN18700;04.06.1958;1008,1;-;1
Oslo - Blindern;SN18700;05.06.1958;1015;-;4
Oslo - Blindern;SN18700;06.06.1958;1019,9;-;2,1
Oslo - Blindern;SN18700;07.06.1958;1016,1;-;3,2
Oslo - Blindern;SN18700;08.06.1958;1010,3;-;2,9
Oslo - Blindern;SN18700;09.06.1958;1007;-;6,3
Oslo - Blindern;SN18700;10.06.1958;1012;-;1
Oslo - Blindern;SN18700;11.06.1958;1015,8;-;2,3
Oslo - Blindern;SN18700;12.06.1958;1017,2;-;2,9
Oslo - Blindern;SN18700;13.06.1958;1020,5;-;2,4
Oslo - Blindern;SN18700;14.06.1958;1024;-;4,3
Oslo - Blindern;SN18700;15.06.1958;1023,8;-;1,4
Oslo - Blindern;SN18700;16.06.1958;1021,2;-;4,1
Oslo - Blindern;SN18700;17.06.1958;1016,8;-;1,7
Oslo - Blindern;SN18700;18.06.1958;1008,6;-;2,4
Oslo - Blindern;SN18700;19.06.1958;1008,4;-;5,7
Oslo - Blindern;SN18700;20.06.1958;1002;-;1,7
Oslo - Blindern;SN18700;21.06.1958;997,2;-;2,1
Oslo - Blindern;SN18700;22.06.1958;998,9;-;1,7
Oslo - Blindern;SN18700;23.06.1958;1003,2;-;1,4
Oslo - Blindern;SN18700;24.06.1958;1007,3;-;0,7
Oslo - Blindern;SN18700;25.06.1958;1010,4;-;2,1
Oslo - Blindern;SN18700;26.06.1958;1009,9;-;1,5
Oslo - Blindern;SN18700;27.06.1958;1010,5;-;1,9
Oslo - Blindern;SN18700;28.06.1958;1013;-;3,1
Oslo - Blindern;SN18700;29.06.1958;1013,6;-;3,4
Oslo - Blindern;SN18700;30.06.1958;1017,1;-;3,6
Oslo - Blindern;SN18700;01.07.1958;1020,7;-;3,1
Oslo - Blindern;SN18700;02.07.1958;1019,3;-;2,6
Oslo - Blindern;SN18700;03.07.1958;1015,5;-;1,7
Oslo - Blindern;SN18700;04.07.1958;1009,5;-;3,1
Oslo - Blindern;SN18700;05.07.1958;1009,7;-;3,3
Oslo - Blindern;SN18700;06.07.1958;1008,4;-;4,5
Oslo - Blindern;SN18700;07.07.1958;1013,1;-;2,7
Oslo - Blindern;SN18700;08.07.1958;1016;-;2,1
Oslo - Blindern;SN18700;09.07.1958;1009,2;-;3,8
Oslo - Blindern;SN18700;10.07.1958;1002,6;-;6,5
Oslo - Blindern;SN18700;11.07.1958;1008,8;-;2,8
Oslo - Blindern;SN18700;12.07.1958;1011,7;-;2,4
Oslo - Blindern;SN18700;13.07.1958;1005,4;-;1,4
Oslo - Blindern;SN18700;14.07.1958;993,8;-;0,7
Oslo - Blindern;SN18700;15.07.1958;1008,8;-;2,1
Oslo - Blindern;SN18700;16.07.1958;1014,1;-;2,4
Oslo - Blindern;SN18700;17.07.1958;1012,5;-;2,7
Oslo - Blindern;SN18700;18.07.1958;1011,6;-;1,4
Oslo - Blindern;SN18700;19.07.1958;1015;-;1,7
Oslo - Blindern;SN18700;20.07.1958;1009,5;-;1,4
Oslo - Blindern;SN18700;21.07.1958;995,8;-;0,7
Oslo - Blindern;SN18700;22.07.1958;994,3;-;1
Oslo - Blindern;SN18700;23.07.1958;994,5;-;1
Oslo - Blindern;SN18700;24.07.1958;996,6;-;2,2
Oslo - Blindern;SN18700;25.07.1958;1008,1;-;2,4
Oslo - Blindern;SN18700;26.07.1958;1015,1;-;2,9
Oslo - Blindern;SN18700;27.07.1958;1011,1;-;3,4
Oslo - Blindern;SN18700;28.07.1958;1008,2;-;1,4
Oslo - Blindern;SN18700;29.07.1958;1003,1;-;1,7
Oslo - Blindern;SN18700;30.07.1958;1007,3;-;5,6
Oslo - Blindern;SN18700;31.07.1958;1009;-;1,6
Oslo - Blindern;SN18700;01.08.1958;1014,7;-;1,4
Oslo - Blindern;SN18700;02.08.1958;1002,6;-;2,6
Oslo - Blindern;SN18700;03.08.1958;1006;-;2
Oslo - Blindern;SN18700;04.08.1958;1012,4;-;2,7
Oslo - Blindern;SN18700;05.08.1958;1001,6;-;4,1
Oslo - Blindern;SN18700;06.08.1958;1002,8;-;2,1
Oslo - Blindern;SN18700;07.08.1958;1002,3;-;4,8
Oslo - Blindern;SN18700;08.08.1958;1005;-;2,1
Oslo - Blindern;SN18700;09.08.1958;1009,8;-;1,2
Oslo - Blindern;SN18700;10.08.1958;1021,2;-;1,2
Oslo - Blindern;SN18700;11.08.1958;1018,9;-;2,2
Oslo - Blindern;SN18700;12.08.1958;1011,9;-;2,1
Oslo - Blindern;SN18700;13.08.1958;1007,3;-;5,1
Oslo - Blindern;SN18700;14.08.1958;1006;-;0,7
Oslo - Blindern;SN18700;15.08.1958;1005,5;-;1,7
Oslo - Blindern;SN18700;16.08.1958;1005,2;-;1
Oslo - Blindern;SN18700;17.08.1958;1008;-;0,7
Oslo - Blindern;SN18700;18.08.1958;1014,3;-;1,4
Oslo - Blindern;SN18700;19.08.1958;1016,2;-;2,6
Oslo - Blindern;SN18700;20.08.1958;1013;-;2,1
Oslo - Blindern;SN18700;21.08.1958;1012,5;-;2,9
Oslo - Blindern;SN18700;22.08.1958;1012,7;-;4,6
Oslo - Blindern;SN18700;23.08.1958;1009,3;-;5,5
Oslo - Blindern;SN18700;24.08.1958;1002,4;-;4,3
Oslo - Blindern;SN18700;25.08.1958;1000,3;-;1,2
Oslo - Blindern;SN18700;26.08.1958;1004,5;-;0,3
Oslo - Blindern;SN18700;27.08.1958;1014,3;-;1,4
Oslo - Blindern;SN18700;28.08.1958;1020,1;-;2,9
Oslo - Blindern;SN18700;29.08.1958;1020,5;-;1
Oslo - Blindern;SN18700;30.08.1958;1022,9;-;1,4
Oslo - Blindern;SN18700;31.08.1958;1026,2;-;1,7
Oslo - Blindern;SN18700;01.09.1958;1028;-;1,4
Oslo - Blindern;SN18700;02.09.1958;1028,8;-;0,3
Oslo - Blindern;SN18700;03.09.1958;1029,5;-;0,7
Oslo - Blindern;SN18700;04.09.1958;1027,4;-;0,7
Oslo - Blindern;SN18700;05.09.1958;1024,8;-;1
Oslo - Blindern;SN18700;06.09.1958;1022;-;1,2
Oslo - Blindern;SN18700;07.09.1958;1016,4;-;1,4
Oslo - Blindern;SN18700;08.09.1958;1011,6;-;0,7
Oslo - Blindern;SN18700;09.09.1958;1015,7;-;2,6
Oslo - Blindern;SN18700;10.09.1958;1016,5;-;0,7
Oslo - Blindern;SN18700;11.09.1958;1016,2;-;1,4
Oslo - Blindern;SN18700;12.09.1958;1025,4;-;2,1
Oslo - Blindern;SN18700;13.09.1958;1023,1;-;0,3
Oslo - Blindern;SN18700;14.09.1958;1020,7;-;0,7
Oslo - Blindern;SN18700;15.09.1958;1018,3;-;0,3
Oslo - Blindern;SN18700;16.09.1958;1022;-;2,1
Oslo - Blindern;SN18700;17.09.1958;1028,3;-;0,3
Oslo - Blindern;SN18700;18.09.1958;1027,6;-;1
Oslo - Blindern;SN18700;19.09.1958;1022,7;-;1
Oslo - Blindern;SN18700;20.09.1958;1014,4;-;2,7
Oslo - Blindern;SN18700;21.09.1958;1006,8;-;3,3
Oslo - Blindern;SN18700;22.09.1958;1004,5;-;3,3
Oslo - Blindern;SN18700;23.09.1958;1008,4;-;1,9
Oslo - Blindern;SN18700;24.09.1958;1001,9;-;1,9
Oslo - Blindern;SN18700;25.09.1958;993,1;-;1
Oslo - Blindern;SN18700;26.09.1958;1008,8;-;5,3
Oslo - Blindern;SN18700;27.09.1958;1021,2;-;0,3
Oslo - Blindern;SN18700;28.09.1958;1018,8;-;1
Oslo - Blindern;SN18700;29.09.1958;1012,8;-;0,7
Oslo - Blindern;SN18700;30.09.1958;1006,4;-;2,8
Oslo - Blindern;SN18700;01.10.1958;1003,5;-;1,7
Oslo - Blindern;SN18700;02.10.1958;1004,3;-;2,8
Oslo - Blindern;SN18700;03.10.1958;1010,3;-;1
Oslo - Blindern;SN18700;04.10.1958;1013,3;-;1,5
Oslo - Blindern;SN18700;05.10.1958;1008,7;-;3,3
Oslo - Blindern;SN18700;06.10.1958;1014,8;-;3,8
Oslo - Blindern;SN18700;07.10.1958;1016,2;-;3,1
Oslo - Blindern;SN18700;08.10.1958;1012,4;-;2,6
Oslo - Blindern;SN18700;09.10.1958;1011,1;-;2,6
Oslo - Blindern;SN18700;10.10.1958;1011,1;-;2,2
Oslo - Blindern;SN18700;11.10.1958;1006,4;-;4,5
Oslo - Blindern;SN18700;12.10.1958;1011,2;-;2,2
Oslo - Blindern;SN18700;13.10.1958;1011;-;1,2
Oslo - Blindern;SN18700;14.10.1958;1007,8;-;1,5
Oslo - Blindern;SN18700;15.10.1958;995,2;-;3,1
Oslo - Blindern;SN18700;16.10.1958;994,3;-;9,3
Oslo - Blindern;SN18700;17.10.1958;1011,7;-;4,1
Oslo - Blindern;SN18700;18.10.1958;1022,9;-;4,5
Oslo - Blindern;SN18700;19.10.1958;1018,3;-;1
Oslo - Blindern;SN18700;20.10.1958;1014,1;-;1
Oslo - Blindern;SN18700;21.10.1958;1022,8;-;0,7
Oslo - Blindern;SN18700;22.10.1958;1020;-;0
Oslo - Blindern;SN18700;23.10.1958;1023,6;-;0,7
Oslo - Blindern;SN18700;24.10.1958;1017,3;-;4,1
Oslo - Blindern;SN18700;25.10.1958;1014,9;-;5,5
Oslo - Blindern;SN18700;26.10.1958;1027;-;0,7
Oslo - Blindern;SN18700;27.10.1958;1017;-;2,1
Oslo - Blindern;SN18700;28.10.1958;1017;-;1
Oslo - Blindern;SN18700;29.10.1958;1018,1;-;0,3
Oslo - Blindern;SN18700;30.10.1958;1013,8;-;3,9
Oslo - Blindern;SN18700;31.10.1958;1006,1;-;1
Oslo - Blindern;SN18700;01.11.1958;1017,2;-;0,3
Oslo - Blindern;SN18700;02.11.1958;1010,5;-;1,2
Oslo - Blindern;SN18700;03.11.1958;1005,2;-;0,3
Oslo - Blindern;SN18700;04.11.1958;1019,7;-;4,6
Oslo - Blindern;SN18700;05.11.1958;1017,4;-;6,4
Oslo - Blindern;SN18700;06.11.1958;1019,2;-;2,9
Oslo - Blindern;SN18700;07.11.1958;1019,6;-;5,1
Oslo - Blindern;SN18700;08.11.1958;1006,8;-;1,2
Oslo - Blindern;SN18700;09.11.1958;1000,2;-;0,7
Oslo - Blindern;SN18700;10.11.1958;1011,4;-;2,2
Oslo - Blindern;SN18700;11.11.1958;1015,4;-;2,1
Oslo - Blindern;SN18700;12.11.1958;1014,7;-;2,6
Oslo - Blindern;SN18700;13.11.1958;1018,4;-;3,9
Oslo - Blindern;SN18700;14.11.1958;1015,2;-;0
Oslo - Blindern;SN18700;15.11.1958;1021,1;-;1
Oslo - Blindern;SN18700;16.11.1958;1029,5;-;0,3
Oslo - Blindern;SN18700;17.11.1958;1032,8;-;1,5
Oslo - Blindern;SN18700;18.11.1958;1040,3;-;0
Oslo - Blindern;SN18700;19.11.1958;1043,3;-;0,3
Oslo - Blindern;SN18700;20.11.1958;1041,2;-;0,7
Oslo - Blindern;SN18700;21.11.1958;1034,8;-;1,5
Oslo - Blindern;SN18700;22.11.1958;1030,3;-;0,3
Oslo - Blindern;SN18700;23.11.1958;1031,9;-;0,3
Oslo - Blindern;SN18700;24.11.1958;1023,7;-;1
Oslo - Blindern;SN18700;25.11.1958;1010,5;-;0
Oslo - Blindern;SN18700;26.11.1958;1022,3;-;1,2
Oslo - Blindern;SN18700;27.11.1958;1028,4;-;0,7
Oslo - Blindern;SN18700;28.11.1958;1028,4;-;0
Oslo - Blindern;SN18700;29.11.1958;1015,1;-;0,3
Oslo - Blindern;SN18700;30.11.1958;1010,4;-;3,4
Oslo - Blindern;SN18700;01.12.1958;1024,5;-;0,7
Oslo - Blindern;SN18700;02.12.1958;1023,4;-;0
Oslo - Blindern;SN18700;03.12.1958;1014;-;0
Oslo - Blindern;SN18700;04.12.1958;997,9;-;2,6
Oslo - Blindern;SN18700;05.12.1958;998,4;-;7
Oslo - Blindern;SN18700;06.12.1958;1008,4;-;1,5
Oslo - Blindern;SN18700;07.12.1958;1011,5;-;0
Oslo - Blindern;SN18700;08.12.1958;997,6;-;1,5
Oslo - Blindern;SN18700;09.12.1958;994,9;-;5,3
Oslo - Blindern;SN18700;10.12.1958;991,5;-;1,7
Oslo - Blindern;SN18700;11.12.1958;996,8;-;0,3
Oslo - Blindern;SN18700;12.12.1958;1001,9;-;0
Oslo - Blindern;SN18700;13.12.1958;998,4;-;5,1
Oslo - Blindern;SN18700;14.12.1958;996,8;-;8,3
Oslo - Blindern;SN18700;15.12.1958;992,9;-;5,1
Oslo - Blindern;SN18700;16.12.1958;994,3;-;5,7
Oslo - Blindern;SN18700;17.12.1958;988,4;-;4,6
Oslo - Blindern;SN18700;18.12.1958;997,8;-;0
Oslo - Blindern;SN18700;19.12.1958;1006,3;-;0,7
Oslo - Blindern;SN18700;20.12.1958;1001,5;-;3,9
Oslo - Blindern;SN18700;21.12.1958;1005,9;-;2,1
Oslo - Blindern;SN18700;22.12.1958;1008;-;5
Oslo - Blindern;SN18700;23.12.1958;1019,1;-;1,5
Oslo - Blindern;SN18700;24.12.1958;1024,1;-;1,7
Oslo - Blindern;SN18700;25.12.1958;1024,6;-;4,6
Oslo - Blindern;SN18700;26.12.1958;1020,8;-;4,1
Oslo - Blindern;SN18700;27.12.1958;1012,9;-;4,6
Oslo - Blindern;SN18700;28.12.1958;1014,1;-;2,2
Oslo - Blindern;SN18700;29.12.1958;997,5;-;0,3
Oslo - Blindern;SN18700;30.12.1958;997,7;-;0,7
Oslo - Blindern;SN18700;31.12.1958;998,8;-;1
Oslo - Blindern;SN18700;01.01.1959;992,6;-;1,2
Oslo - Blindern;SN18700;02.01.1959;979,5;-;5
Oslo - Blindern;SN18700;03.01.1959;982,2;-;6,2
Oslo - Blindern;SN18700;04.01.1959;990,9;-;1
Oslo - Blindern;SN18700;05.01.1959;994,4;-;0,3
Oslo - Blindern;SN18700;06.01.1959;993,7;-;0
Oslo - Blindern;SN18700;07.01.1959;1000,4;-;0,3
Oslo - Blindern;SN18700;08.01.1959;1004,1;-;0
Oslo - Blindern;SN18700;09.01.1959;1010,2;-;1,7
Oslo - Blindern;SN18700;10.01.1959;1002,9;-;4,4
Oslo - Blindern;SN18700;11.01.1959;985,5;-;5,3
Oslo - Blindern;SN18700;12.01.1959;1001;-;3,1
Oslo - Blindern;SN18700;13.01.1959;994,9;-;1,2
Oslo - Blindern;SN18700;14.01.1959;996,6;-;3,9
Oslo - Blindern;SN18700;15.01.1959;1005,8;-;0
Oslo - Blindern;SN18700;16.01.1959;1012,3;-;0,7
Oslo - Blindern;SN18700;17.01.1959;1013,3;-;0
Oslo - Blindern;SN18700;18.01.1959;1009,8;-;1,4
Oslo - Blindern;SN18700;19.01.1959;1012,9;-;5,5
Oslo - Blindern;SN18700;20.01.1959;994,8;-;7,7
Oslo - Blindern;SN18700;21.01.1959;979,7;-;3,1
Oslo - Blindern;SN18700;22.01.1959;987,8;-;2,9
Oslo - Blindern;SN18700;23.01.1959;981,7;-;0,3
Oslo - Blindern;SN18700;24.01.1959;998,6;-;0,9
Oslo - Blindern;SN18700;25.01.1959;1019,8;-;2,2
Oslo - Blindern;SN18700;26.01.1959;1025,4;-;0,3
Oslo - Blindern;SN18700;27.01.1959;1031,9;-;0
Oslo - Blindern;SN18700;28.01.1959;1028,2;-;0,7
Oslo - Blindern;SN18700;29.01.1959;1024,1;-;0,7
Oslo - Blindern;SN18700;30.01.1959;1019,6;-;0,3
Oslo - Blindern;SN18700;31.01.1959;1027,1;-;3,4
Oslo - Blindern;SN18700;01.02.1959;1035,9;-;0,3
Oslo - Blindern;SN18700;02.02.1959;1035,3;-;0,3
Oslo - Blindern;SN18700;03.02.1959;1039;-;0
Oslo - Blindern;SN18700;04.02.1959;1043,1;-;0
Oslo - Blindern;SN18700;05.02.1959;1038,9;-;0
Oslo - Blindern;SN18700;06.02.1959;1033,5;-;0,3
Oslo - Blindern;SN18700;07.02.1959;1031,6;-;0,7
Oslo - Blindern;SN18700;08.02.1959;1031;-;0
Oslo - Blindern;SN18700;09.02.1959;1037,8;-;0,3
Oslo - Blindern;SN18700;10.02.1959;1039,9;-;0,3
Oslo - Blindern;SN18700;11.02.1959;1041,1;-;0
Oslo - Blindern;SN18700;12.02.1959;1040,9;-;2,1
Oslo - Blindern;SN18700;13.02.1959;1042,5;-;0
Oslo - Blindern;SN18700;14.02.1959;1034,6;-;2,6
Oslo - Blindern;SN18700;15.02.1959;1037,5;-;1
Oslo - Blindern;SN18700;16.02.1959;1034,1;-;1
Oslo - Blindern;SN18700;17.02.1959;1032,3;-;3,2
Oslo - Blindern;SN18700;18.02.1959;1026,2;-;0
Oslo - Blindern;SN18700;19.02.1959;1016,5;-;1,5
Oslo - Blindern;SN18700;20.02.1959;987,7;-;5
Oslo - Blindern;SN18700;21.02.1959;999,8;-;7,4
Oslo - Blindern;SN18700;22.02.1959;1014,6;-;3,6
Oslo - Blindern;SN18700;23.02.1959;1009,6;-;0,3
Oslo - Blindern;SN18700;24.02.1959;1008,6;-;5,2
Oslo - Blindern;SN18700;25.02.1959;1006,8;-;0,7
Oslo - Blindern;SN18700;26.02.1959;1008,2;-;0,3
Oslo - Blindern;SN18700;27.02.1959;1012,9;-;1,9
Oslo - Blindern;SN18700;28.02.1959;1015,2;-;1,4
Oslo - Blindern;SN18700;01.03.1959;1023,1;-;0,3
Oslo - Blindern;SN18700;02.03.1959;1021,8;-;1,4
Oslo - Blindern;SN18700;03.03.1959;1016,4;-;0,7
Oslo - Blindern;SN18700;04.03.1959;1002,9;-;0,7
Oslo - Blindern;SN18700;05.03.1959;1001,6;-;1,4
Oslo - Blindern;SN18700;06.03.1959;996,7;-;1,7
Oslo - Blindern;SN18700;07.03.1959;994;-;2
Oslo - Blindern;SN18700;08.03.1959;1012,6;-;4,8
Oslo - Blindern;SN18700;09.03.1959;1026,7;-;0,7
Oslo - Blindern;SN18700;10.03.1959;1031,6;-;0,7
Oslo - Blindern;SN18700;11.03.1959;1027,9;-;1,7
Oslo - Blindern;SN18700;12.03.1959;1026,5;-;2,1
Oslo - Blindern;SN18700;13.03.1959;1029,7;-;1,4
Oslo - Blindern;SN18700;14.03.1959;1031,2;-;1,4
Oslo - Blindern;SN18700;15.03.1959;1023,9;-;4,3
Oslo - Blindern;SN18700;16.03.1959;1027,9;-;1
Oslo - Blindern;SN18700;17.03.1959;1031,4;-;0,7
Oslo - Blindern;SN18700;18.03.1959;1026,6;-;1,4
Oslo - Blindern;SN18700;19.03.1959;1031,6;-;1
Oslo - Blindern;SN18700;20.03.1959;1034,2;-;0,7
Oslo - Blindern;SN18700;21.03.1959;1034,2;-;0,7
Oslo - Blindern;SN18700;22.03.1959;1027,1;-;2,1
Oslo - Blindern;SN18700;23.03.1959;1022,9;-;0,3
Oslo - Blindern;SN18700;24.03.1959;1023,5;-;0,7
Oslo - Blindern;SN18700;25.03.1959;1017,6;-;1,5
Oslo - Blindern;SN18700;26.03.1959;1005,3;-;0,9
Oslo - Blindern;SN18700;27.03.1959;1002,8;-;0,7
Oslo - Blindern;SN18700;28.03.1959;1004,1;-;2,1
Oslo - Blindern;SN18700;29.03.1959;1011,9;-;2,4
Oslo - Blindern;SN18700;30.03.1959;1018,1;-;4,3
Oslo - Blindern;SN18700;31.03.1959;1024,7;-;1,7
Oslo - Blindern;SN18700;01.04.1959;1012,9;-;3,9
Oslo - Blindern;SN18700;02.04.1959;1026,9;-;1,4
Oslo - Blindern;SN18700;03.04.1959;1020,8;-;2
Oslo - Blindern;SN18700;04.04.1959;1011,3;-;1,7
Oslo - Blindern;SN18700;05.04.1959;998,1;-;1,4
Oslo - Blindern;SN18700;06.04.1959;989,7;-;3,4
Oslo - Blindern;SN18700;07.04.1959;984;-;3,4
Oslo - Blindern;SN18700;08.04.1959;984,3;-;1
Oslo - Blindern;SN18700;09.04.1959;991,5;-;5,8
Oslo - Blindern;SN18700;10.04.1959;998,6;-;7,6
Oslo - Blindern;SN18700;11.04.1959;995,6;-;5,5
Oslo - Blindern;SN18700;12.04.1959;1002,8;-;2,4
Oslo - Blindern;SN18700;13.04.1959;1007,6;-;2,1
Oslo - Blindern;SN18700;14.04.1959;1011,8;-;0,3
Oslo - Blindern;SN18700;15.04.1959;1010,8;-;1
Oslo - Blindern;SN18700;16.04.1959;1007,6;-;2,8
Oslo - Blindern;SN18700;17.04.1959;1009,3;-;4,5
Oslo - Blindern;SN18700;18.04.1959;1015,2;-;7,7
Oslo - Blindern;SN18700;19.04.1959;1022,1;-;6
Oslo - Blindern;SN18700;20.04.1959;1022;-;1,4
Oslo - Blindern;SN18700;21.04.1959;1019,2;-;1
Oslo - Blindern;SN18700;22.04.1959;1019,6;-;1,7
Oslo - Blindern;SN18700;23.04.1959;1019,1;-;2,1
Oslo - Blindern;SN18700;24.04.1959;1018,9;-;2,9
Oslo - Blindern;SN18700;25.04.1959;1018;-;3,2
Oslo - Blindern;SN18700;26.04.1959;1009,2;-;1,7
Oslo - Blindern;SN18700;27.04.1959;1005,9;-;2,1
Oslo - Blindern;SN18700;28.04.1959;1010,1;-;2,6
Oslo - Blindern;SN18700;29.04.1959;1010,3;-;0,9
Oslo - Blindern;SN18700;30.04.1959;1016,1;-;1,7
Oslo - Blindern;SN18700;01.05.1959;1015,3;-;1,2
Oslo - Blindern;SN18700;02.05.1959;1011,1;-;1
Oslo - Blindern;SN18700;03.05.1959;1005,1;-;4,5
Oslo - Blindern;SN18700;04.05.1959;1006,4;-;2,9
Oslo - Blindern;SN18700;05.05.1959;1011,8;-;1,4
Oslo - Blindern;SN18700;06.05.1959;1015,4;-;5,2
Oslo - Blindern;SN18700;07.05.1959;1018,2;-;6,2
Oslo - Blindern;SN18700;08.05.1959;1021,5;-;1,4
Oslo - Blindern;SN18700;09.05.1959;1021,9;-;0,7
Oslo - Blindern;SN18700;10.05.1959;1027,6;-;1,9
Oslo - Blindern;SN18700;11.05.1959;1033,2;-;2,1
Oslo - Blindern;SN18700;12.05.1959;1032,9;-;1
