Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn);Middeltemperatur (døgn);Maksimumstemperatur (døgn)
Oslo - Blindern;SN18700;10.10.1959;3,3;6,6;9,5
Oslo - Blindern;SN18700;11.10.1959;3,9;6,1;10,2
Oslo - Blindern;SN18700;12.10.1959;-1,8;3,9;11,4
Oslo - Blindern;SN18700;13.10.1959;-1,5;1,9;8,6
Oslo - Blindern;SN18700;14.10.1959;-1,8;3,7;10,8
Oslo - Blindern;SN18700;15.10.1959;-0,5;3,3;8
Oslo - Blindern;SN18700;16.10.1959;0,4;5,2;12
Oslo - Blindern;SN18700;17.10.1959;5,6;7,7;10,3
Oslo - Blindern;SN18700;18.10.1959;2,5;5;7,2
Oslo - Blindern;SN18700;19.10.1959;4,6;7,6;9,5
Oslo - Blindern;SN18700;20.10.1959;7,7;9;10
Oslo - Blindern;SN18700;21.10.1959;3,7;7;11,9
Oslo - Blindern;SN18700;22.10.1959;3,3;5,2;8
Oslo - Blindern;SN18700;23.10.1959;1,2;3;4,5
Oslo - Blindern;SN18700;24.10.1959;0,6;3,6;4,2
Oslo - Blindern;SN18700;25.10.1959;1,2;3,8;9
Oslo - Blindern;SN18700;26.10.1959;-1,7;2,5;5,1
Oslo - Blindern;SN18700;27.10.1959;2,4;6,7;8,8
Oslo - Blindern;SN18700;28.10.1959;8,2;9,7;10,6
Oslo - Blindern;SN18700;29.10.1959;5;6,3;10
Oslo - Blindern;SN18700;30.10.1959;2,7;4,6;6,6
Oslo - Blindern;SN18700;31.10.1959;6,2;6,9;7,3
Oslo - Blindern;SN18700;01.11.1959;5,9;6,2;6,9
Oslo - Blindern;SN18700;02.11.1959;-0,4;2;6,1
Oslo - Blindern;SN18700;03.11.1959;3,4;8,3;9,4
Oslo - Blindern;SN18700;04.11.1959;2,6;4,2;7,5
Oslo - Blindern;SN18700;05.11.1959;-0,4;1,2;4,7
Oslo - Blindern;SN18700;06.11.1959;-5;-2,5;0
Oslo - Blindern;SN18700;07.11.1959;-1,8;1,2;2,1
Oslo - Blindern;SN18700;08.11.1959;1,3;1,8;2,1
Oslo - Blindern;SN18700;09.11.1959;2;5,4;7,4
Oslo - Blindern;SN18700;10.11.1959;1,9;3,7;6,7
Oslo - Blindern;SN18700;11.11.1959;1,1;5,1;5,8
Oslo - Blindern;SN18700;12.11.1959;4,3;4,8;5,5
Oslo - Blindern;SN18700;13.11.1959;4,2;5;5,4
Oslo - Blindern;SN18700;14.11.1959;4,1;5,2;6
Oslo - Blindern;SN18700;15.11.1959;4,4;5,1;6,1
Oslo - Blindern;SN18700;16.11.1959;1,9;2,7;4,8
Oslo - Blindern;SN18700;17.11.1959;-1,6;-0,5;2,1
Oslo - Blindern;SN18700;18.11.1959;-5,3;-4,5;-1,6
Oslo - Blindern;SN18700;19.11.1959;-5,3;-3,9;-2,8
Oslo - Blindern;SN18700;20.11.1959;-3;0,8;2,3
Oslo - Blindern;SN18700;21.11.1959;2;2,8;3,4
Oslo - Blindern;SN18700;22.11.1959;2,9;4,2;5,1
Oslo - Blindern;SN18700;23.11.1959;4,9;6;6,5
Oslo - Blindern;SN18700;24.11.1959;5,4;6;6,5
Oslo - Blindern;SN18700;25.11.1959;5,2;6,7;7,5
Oslo - Blindern;SN18700;26.11.1959;4,7;5,1;6,6
Oslo - Blindern;SN18700;27.11.1959;0,8;2,1;4,8
Oslo - Blindern;SN18700;28.11.1959;0,7;1;2
Oslo - Blindern;SN18700;29.11.1959;0;2,2;4,2
Oslo - Blindern;SN18700;30.11.1959;4;5,1;5,6
Oslo - Blindern;SN18700;01.12.1959;3,6;3,9;5
Oslo - Blindern;SN18700;02.12.1959;3,1;3,6;4,2
Oslo - Blindern;SN18700;03.12.1959;1,6;1,9;4,2
Oslo - Blindern;SN18700;04.12.1959;0,8;1,2;2
Oslo - Blindern;SN18700;05.12.1959;-5,6;-4,8;0,8
Oslo - Blindern;SN18700;06.12.1959;-5,6;-5,2;-4,6
Oslo - Blindern;SN18700;07.12.1959;-7,5;-6,4;-5,6
Oslo - Blindern;SN18700;08.12.1959;-7,6;-6,4;-6,1
Oslo - Blindern;SN18700;09.12.1959;-8;-7,1;-6,1
Oslo - Blindern;SN18700;10.12.1959;-8,1;-5,7;-4,3
Oslo - Blindern;SN18700;11.12.1959;-12,1;-9,6;-5,8
Oslo - Blindern;SN18700;12.12.1959;-11,3;-4,3;-3,2
Oslo - Blindern;SN18700;13.12.1959;-11,8;-9;-3
Oslo - Blindern;SN18700;14.12.1959;-13,3;-7,8;-5,4
Oslo - Blindern;SN18700;15.12.1959;-5,4;-1,4;-0,6
Oslo - Blindern;SN18700;16.12.1959;-0,6;0,5;0,9
Oslo - Blindern;SN18700;17.12.1959;-0,2;0,4;1
Oslo - Blindern;SN18700;18.12.1959;0,5;3,6;4
Oslo - Blindern;SN18700;19.12.1959;1,9;2,2;3,8
Oslo - Blindern;SN18700;20.12.1959;0,3;1,8;3
Oslo - Blindern;SN18700;21.12.1959;3;5;6
Oslo - Blindern;SN18700;22.12.1959;1;1,5;5
Oslo - Blindern;SN18700;23.12.1959;0,7;1,8;2,3
Oslo - Blindern;SN18700;24.12.1959;0,9;2,5;3,3
Oslo - Blindern;SN18700;25.12.1959;0,8;2,2;3,5
Oslo - Blindern;SN18700;26.12.1959;1;1,4;1,9
Oslo - Blindern;SN18700;27.12.1959;-0,5;0,6;1,4
Oslo - Blindern;SN18700;28.12.1959;0;1,5;2,5
Oslo - Blindern;SN18700;29.12.1959;-0,2;0,2;0,5
Oslo - Blindern;SN18700;30.12.1959;-0,4;0,6;0,9
Oslo - Blindern;SN18700;31.12.1959;0,4;1,6;3,8
Oslo - Blindern;SN18700;01.01.1960;3,8;4,9;5,9
Oslo - Blindern;SN18700;02.01.1960;2,8;3,4;4,9
Oslo - Blindern;SN18700;03.01.1960;0,6;1,9;3,1
Oslo - Blindern;SN18700;04.01.1960;0,4;3;4,9
Oslo - Blindern;SN18700;05.01.1960;2,9;3,7;4,9
Oslo - Blindern;SN18700;06.01.1960;-0,3;0,7;4,4
Oslo - Blindern;SN18700;07.01.1960;-2,6;-0,5;1,6
Oslo - Blindern;SN18700;08.01.1960;-8,9;-8,2;2,2
Oslo - Blindern;SN18700;09.01.1960;-9,5;-8,1;-5,7
Oslo - Blindern;SN18700;10.01.1960;-10,9;-4,8;2,1
Oslo - Blindern;SN18700;11.01.1960;-13,6;-12,1;-0,5
Oslo - Blindern;SN18700;12.01.1960;-13,1;-9,6;-8,8
Oslo - Blindern;SN18700;13.01.1960;-9,7;-8,9;-8,1
Oslo - Blindern;SN18700;14.01.1960;-9,3;-6,9;-4,3
Oslo - Blindern;SN18700;15.01.1960;-9,6;-8,1;-6
Oslo - Blindern;SN18700;16.01.1960;-8,5;-6,8;-3,1
Oslo - Blindern;SN18700;17.01.1960;-13;-10,5;-6,6
Oslo - Blindern;SN18700;18.01.1960;-9,6;-8,1;-5,7
Oslo - Blindern;SN18700;19.01.1960;-12,5;-9,2;-4,6
Oslo - Blindern;SN18700;20.01.1960;-12,6;-5,5;-3,5
Oslo - Blindern;SN18700;21.01.1960;-13,5;-10,3;-4
Oslo - Blindern;SN18700;22.01.1960;-9,5;-4,3;-1,5
Oslo - Blindern;SN18700;23.01.1960;-1,6;3,1;3,8
Oslo - Blindern;SN18700;24.01.1960;3;3,8;4,8
Oslo - Blindern;SN18700;25.01.1960;3;3,5;5
Oslo - Blindern;SN18700;26.01.1960;0,4;1,1;3
Oslo - Blindern;SN18700;27.01.1960;-0,3;1,2;3,7
Oslo - Blindern;SN18700;28.01.1960;-2,6;-2,1;-0,3
Oslo - Blindern;SN18700;29.01.1960;-9,7;-7,1;-1,5
Oslo - Blindern;SN18700;30.01.1960;-12,6;-11,1;-9,4
Oslo - Blindern;SN18700;31.01.1960;-14,1;-11,4;-7,8
Oslo - Blindern;SN18700;01.02.1960;-14,5;-11,5;-6,7
Oslo - Blindern;SN18700;02.02.1960;-13,7;-10,6;-8,2
Oslo - Blindern;SN18700;03.02.1960;-8,8;-5,5;-4,1
Oslo - Blindern;SN18700;04.02.1960;-4,7;-2,3;-1,6
Oslo - Blindern;SN18700;05.02.1960;-3,4;-3,1;-1,5
Oslo - Blindern;SN18700;06.02.1960;-4,1;-3,3;-2,2
Oslo - Blindern;SN18700;07.02.1960;-6,8;-6,2;-4,1
Oslo - Blindern;SN18700;08.02.1960;-7,6;-5,3;-3,7
Oslo - Blindern;SN18700;09.02.1960;-6,3;-4,5;-2,2
Oslo - Blindern;SN18700;10.02.1960;-5,6;-1,5;3,7
Oslo - Blindern;SN18700;11.02.1960;-5,6;-4,6;-1,5
Oslo - Blindern;SN18700;12.02.1960;-9,4;-8,5;-5,6
Oslo - Blindern;SN18700;13.02.1960;-13,6;-10,9;-6,4
Oslo - Blindern;SN18700;14.02.1960;-18,7;-10;-6,5
Oslo - Blindern;SN18700;15.02.1960;-6,6;-4;-3,3
Oslo - Blindern;SN18700;16.02.1960;-4,6;-3,2;-2,6
Oslo - Blindern;SN18700;17.02.1960;-5,7;-4,9;-3
Oslo - Blindern;SN18700;18.02.1960;-10,1;-8,8;-5,7
Oslo - Blindern;SN18700;19.02.1960;-13;-8,8;-5,9
Oslo - Blindern;SN18700;20.02.1960;-10,4;-5,9;-4,3
Oslo - Blindern;SN18700;21.02.1960;-6,8;-4,4;-2,7
Oslo - Blindern;SN18700;22.02.1960;-9,4;-6,2;-1,2
Oslo - Blindern;SN18700;23.02.1960;-15,9;-10,1;-3,7
Oslo - Blindern;SN18700;24.02.1960;-16,2;-11,3;-5
Oslo - Blindern;SN18700;25.02.1960;-14,2;-8,5;-3,6
Oslo - Blindern;SN18700;26.02.1960;-9,9;-7;-4,8
Oslo - Blindern;SN18700;27.02.1960;-6,8;-5,3;-4,6
Oslo - Blindern;SN18700;28.02.1960;-7;-4,8;-3,5
Oslo - Blindern;SN18700;29.02.1960;-8,6;-8,1;-5,1
Oslo - Blindern;SN18700;01.03.1960;-8,7;-5,6;-2,8
Oslo - Blindern;SN18700;02.03.1960;-2,8;0,3;0,9
Oslo - Blindern;SN18700;03.03.1960;0,8;1,9;2,5
Oslo - Blindern;SN18700;04.03.1960;1,4;2,7;3,5
Oslo - Blindern;SN18700;05.03.1960;2;2,5;3,9
Oslo - Blindern;SN18700;06.03.1960;-0,7;0,2;3,3
Oslo - Blindern;SN18700;07.03.1960;-7,5;-3;1,5
Oslo - Blindern;SN18700;08.03.1960;-6,2;-3,2;0,3
Oslo - Blindern;SN18700;09.03.1960;-7,7;-3,9;1,3
Oslo - Blindern;SN18700;10.03.1960;-3,8;-1;2,3
Oslo - Blindern;SN18700;11.03.1960;-4,5;-2,1;1,3
Oslo - Blindern;SN18700;12.03.1960;-3,4;-2,4;-0,6
Oslo - Blindern;SN18700;13.03.1960;-2;-0,3;1
Oslo - Blindern;SN18700;14.03.1960;-1,2;1,4;2,9
Oslo - Blindern;SN18700;15.03.1960;1,5;1,8;2,3
Oslo - Blindern;SN18700;16.03.1960;0,1;1;2,1
Oslo - Blindern;SN18700;17.03.1960;-4,7;-0,7;4,7
Oslo - Blindern;SN18700;18.03.1960;-3,6;2,4;8,1
Oslo - Blindern;SN18700;19.03.1960;-0,8;3,1;9
Oslo - Blindern;SN18700;20.03.1960;-3,3;1,5;8,3
Oslo - Blindern;SN18700;21.03.1960;-2;1,3;4,5
Oslo - Blindern;SN18700;22.03.1960;-1;1;2,8
Oslo - Blindern;SN18700;23.03.1960;0,6;4,6;9,5
Oslo - Blindern;SN18700;24.03.1960;-0,9;3,6;8,1
Oslo - Blindern;SN18700;25.03.1960;0,2;3,7;7,1
Oslo - Blindern;SN18700;26.03.1960;-0,1;3,1;6,4
Oslo - Blindern;SN18700;27.03.1960;-2;3,4;8
Oslo - Blindern;SN18700;28.03.1960;1,8;4,5;8
Oslo - Blindern;SN18700;29.03.1960;1,5;3,5;7,7
Oslo - Blindern;SN18700;30.03.1960;-2,1;3,9;7,6
Oslo - Blindern;SN18700;31.03.1960;-1;3,7;7,8
Oslo - Blindern;SN18700;01.04.1960;-4,1;1,3;8
Oslo - Blindern;SN18700;02.04.1960;-4;2,5;8,7
Oslo - Blindern;SN18700;03.04.1960;-0,6;2,3;5,6
Oslo - Blindern;SN18700;04.04.1960;-2,6;1,3;7
Oslo - Blindern;SN18700;05.04.1960;-2,3;2,1;6,5
Oslo - Blindern;SN18700;06.04.1960;1;2,5;5
Oslo - Blindern;SN18700;07.04.1960;1,5;3,2;5
Oslo - Blindern;SN18700;08.04.1960;2,7;5,1;7,5
Oslo - Blindern;SN18700;09.04.1960;0,9;5,1;9,5
Oslo - Blindern;SN18700;10.04.1960;2,3;5;9,5
Oslo - Blindern;SN18700;11.04.1960;1,7;4;8,4
Oslo - Blindern;SN18700;12.04.1960;0,3;4,5;9,4
Oslo - Blindern;SN18700;13.04.1960;2,8;4,3;6,3
Oslo - Blindern;SN18700;14.04.1960;2,9;4,9;7,8
Oslo - Blindern;SN18700;15.04.1960;3,7;7;11,7
Oslo - Blindern;SN18700;16.04.1960;1,4;7,7;12,8
Oslo - Blindern;SN18700;17.04.1960;3,1;7,6;12,5
Oslo - Blindern;SN18700;18.04.1960;-0,6;7,2;13,9
Oslo - Blindern;SN18700;19.04.1960;-0,1;7,5;14,2
Oslo - Blindern;SN18700;20.04.1960;-1,2;6,9;14,3
Oslo - Blindern;SN18700;21.04.1960;2,6;8,7;12,8
Oslo - Blindern;SN18700;22.04.1960;2,5;8,2;13,4
Oslo - Blindern;SN18700;23.04.1960;-1,7;5,9;11
Oslo - Blindern;SN18700;24.04.1960;1;5,9;11
Oslo - Blindern;SN18700;25.04.1960;2,8;5,7;10
Oslo - Blindern;SN18700;26.04.1960;2,8;5,5;9,5
Oslo - Blindern;SN18700;27.04.1960;2,8;6,3;10,4
Oslo - Blindern;SN18700;28.04.1960;2,5;6,8;12,8
Oslo - Blindern;SN18700;29.04.1960;0,4;8,8;16
Oslo - Blindern;SN18700;30.04.1960;-0,5;4,8;13,8
Oslo - Blindern;SN18700;01.05.1960;-0,5;5,1;10
Oslo - Blindern;SN18700;02.05.1960;1;6;10,7
Oslo - Blindern;SN18700;03.05.1960;1,3;7,8;13,4
Oslo - Blindern;SN18700;04.05.1960;1,4;7,5;14,5
Oslo - Blindern;SN18700;05.05.1960;4,6;7,7;13,1
Oslo - Blindern;SN18700;06.05.1960;6,2;9;12
Oslo - Blindern;SN18700;07.05.1960;7,8;11,1;16,5
Oslo - Blindern;SN18700;08.05.1960;5;12,3;17,8
Oslo - Blindern;SN18700;09.05.1960;5,8;12,8;17,7
Oslo - Blindern;SN18700;10.05.1960;8,3;12,6;18,9
Oslo - Blindern;SN18700;11.05.1960;7,4;14,7;21,7
Oslo - Blindern;SN18700;12.05.1960;9;15,8;22,8
Oslo - Blindern;SN18700;13.05.1960;11,3;16,9;22,1
Oslo - Blindern;SN18700;14.05.1960;7,5;15,6;21,7
Oslo - Blindern;SN18700;15.05.1960;7;14,7;20,5
Oslo - Blindern;SN18700;16.05.1960;7,8;16;23,4
Oslo - Blindern;SN18700;17.05.1960;13;17,6;22,7
Oslo - Blindern;SN18700;18.05.1960;10,8;16,5;22,4
Oslo - Blindern;SN18700;19.05.1960;11,5;16,5;22,7
Oslo - Blindern;SN18700;20.05.1960;10,7;13,9;19,1
Oslo - Blindern;SN18700;21.05.1960;7,8;8,2;15,1
Oslo - Blindern;SN18700;22.05.1960;6,9;9,5;14,3
Oslo - Blindern;SN18700;23.05.1960;6,9;12,6;18,2
Oslo - Blindern;SN18700;24.05.1960;9,5;10,4;14,3
Oslo - Blindern;SN18700;25.05.1960;2,8;8,3;13,2
Oslo - Blindern;SN18700;26.05.1960;7,3;14,8;23,6
Oslo - Blindern;SN18700;27.05.1960;11,7;13,4;19,8
Oslo - Blindern;SN18700;28.05.1960;9,2;13,4;18,1
Oslo - Blindern;SN18700;29.05.1960;5,8;13,2;18,3
Oslo - Blindern;SN18700;30.05.1960;11,4;12,5;15,6
Oslo - Blindern;SN18700;31.05.1960;11,9;15,1;20,8
Oslo - Blindern;SN18700;01.06.1960;10,5;13,5;18,7
Oslo - Blindern;SN18700;02.06.1960;10,2;15,8;22,1
Oslo - Blindern;SN18700;03.06.1960;8,6;16;23,4
Oslo - Blindern;SN18700;04.06.1960;11,5;15,9;23,2
Oslo - Blindern;SN18700;05.06.1960;12,2;16,5;23,8
Oslo - Blindern;SN18700;06.06.1960;11,2;20,4;27,4
Oslo - Blindern;SN18700;07.06.1960;12,4;19,7;26,1
Oslo - Blindern;SN18700;08.06.1960;14,4;17,4;22,7
Oslo - Blindern;SN18700;09.06.1960;11,3;12,5;18
Oslo - Blindern;SN18700;10.06.1960;11,4;13,8;17
Oslo - Blindern;SN18700;11.06.1960;10,5;13,1;15,7
Oslo - Blindern;SN18700;12.06.1960;11,5;14,2;18,8
Oslo - Blindern;SN18700;13.06.1960;10,7;13,2;16,5
Oslo - Blindern;SN18700;14.06.1960;10;13,3;15,8
Oslo - Blindern;SN18700;15.06.1960;10;13,5;17,7
Oslo - Blindern;SN18700;16.06.1960;10,5;15,6;20,1
Oslo - Blindern;SN18700;17.06.1960;12,4;16,1;20,5
Oslo - Blindern;SN18700;18.06.1960;11,2;16,3;21,1
Oslo - Blindern;SN18700;19.06.1960;11,9;16,8;21,3
Oslo - Blindern;SN18700;20.06.1960;6;14,4;21,7
Oslo - Blindern;SN18700;21.06.1960;10,6;17,8;24,5
Oslo - Blindern;SN18700;22.06.1960;15;18,8;23,9
Oslo - Blindern;SN18700;23.06.1960;11;18,6;25,2
Oslo - Blindern;SN18700;24.06.1960;12,3;21,1;28,3
Oslo - Blindern;SN18700;25.06.1960;13,8;21,7;30,1
Oslo - Blindern;SN18700;26.06.1960;16,2;22,8;29,4
Oslo - Blindern;SN18700;27.06.1960;14;15,7;22,7
Oslo - Blindern;SN18700;28.06.1960;12,3;14,3;17,9
Oslo - Blindern;SN18700;29.06.1960;10,2;11,9;15,8
Oslo - Blindern;SN18700;30.06.1960;9,3;11,8;14,9
Oslo - Blindern;SN18700;01.07.1960;8,4;9,6;12,4
Oslo - Blindern;SN18700;02.07.1960;7,3;11,5;15,7
Oslo - Blindern;SN18700;03.07.1960;10,4;16,2;22,6
Oslo - Blindern;SN18700;04.07.1960;11,3;15;19,7
Oslo - Blindern;SN18700;05.07.1960;12,8;15,8;19,7
Oslo - Blindern;SN18700;06.07.1960;13,1;16,9;20,8
Oslo - Blindern;SN18700;07.07.1960;12,9;14,9;19,3
Oslo - Blindern;SN18700;08.07.1960;12,2;13,7;16,3
Oslo - Blindern;SN18700;09.07.1960;11,7;13,8;16,3
Oslo - Blindern;SN18700;10.07.1960;12,4;13;14,4
Oslo - Blindern;SN18700;11.07.1960;11,4;13;16
Oslo - Blindern;SN18700;12.07.1960;11,6;14,4;16,6
Oslo - Blindern;SN18700;13.07.1960;12;14,9;20,6
Oslo - Blindern;SN18700;14.07.1960;10,2;13;16,9
Oslo - Blindern;SN18700;15.07.1960;12,8;15,5;20,2
Oslo - Blindern;SN18700;16.07.1960;12,7;15,6;20
Oslo - Blindern;SN18700;17.07.1960;12,9;14,3;18,2
Oslo - Blindern;SN18700;18.07.1960;12,5;13,6;15,3
Oslo - Blindern;SN18700;19.07.1960;12,3;14,3;18,9
Oslo - Blindern;SN18700;20.07.1960;9,5;15,3;19
Oslo - Blindern;SN18700;21.07.1960;12,4;14,5;18,4
Oslo - Blindern;SN18700;22.07.1960;11,5;13,1;17,1
Oslo - Blindern;SN18700;23.07.1960;12;14,9;19,5
Oslo - Blindern;SN18700;24.07.1960;11,9;16,1;20,7
Oslo - Blindern;SN18700;25.07.1960;11;16,8;21,3
Oslo - Blindern;SN18700;26.07.1960;12,8;16,1;20,2
Oslo - Blindern;SN18700;27.07.1960;14;17,6;22,2
Oslo - Blindern;SN18700;28.07.1960;10,9;17,5;23,2
Oslo - Blindern;SN18700;29.07.1960;15,4;17,1;21,3
Oslo - Blindern;SN18700;30.07.1960;15,4;17,9;20,7
Oslo - Blindern;SN18700;31.07.1960;15,2;17,9;22,6
Oslo - Blindern;SN18700;01.08.1960;16,7;20,4;23,8
Oslo - Blindern;SN18700;02.08.1960;18,4;22;28
Oslo - Blindern;SN18700;03.08.1960;17,8;19,1;21,4
Oslo - Blindern;SN18700;04.08.1960;13,7;15,4;19,5
Oslo - Blindern;SN18700;05.08.1960;12,4;14,6;17,2
Oslo - Blindern;SN18700;06.08.1960;9,2;14,1;18,7
Oslo - Blindern;SN18700;07.08.1960;11;15,3;20
Oslo - Blindern;SN18700;08.08.1960;11,5;17,5;22,9
Oslo - Blindern;SN18700;09.08.1960;14,1;15;20,8
Oslo - Blindern;SN18700;10.08.1960;14,6;15,6;18
Oslo - Blindern;SN18700;11.08.1960;11;12,2;15,1
Oslo - Blindern;SN18700;12.08.1960;8,5;14,2;20,4
Oslo - Blindern;SN18700;13.08.1960;12,8;13,6;17,5
Oslo - Blindern;SN18700;14.08.1960;6,7;14;21,4
Oslo - Blindern;SN18700;15.08.1960;8,8;14;20,1
Oslo - Blindern;SN18700;16.08.1960;9,8;14,3;20,3
Oslo - Blindern;SN18700;17.08.1960;10,4;13,8;19
Oslo - Blindern;SN18700;18.08.1960;11,4;13,8;17,8
Oslo - Blindern;SN18700;19.08.1960;9,4;14;19,9
Oslo - Blindern;SN18700;20.08.1960;7,3;14,1;20,3
Oslo - Blindern;SN18700;21.08.1960;9,5;14,8;21,2
Oslo - Blindern;SN18700;22.08.1960;7,9;13,6;19
Oslo - Blindern;SN18700;23.08.1960;12,5;14,9;18,5
Oslo - Blindern;SN18700;24.08.1960;11,6;15,2;22,3
Oslo - Blindern;SN18700;25.08.1960;11;14,3;16,8
Oslo - Blindern;SN18700;26.08.1960;13,6;14,6;16,6
Oslo - Blindern;SN18700;27.08.1960;14,9;16,5;19
Oslo - Blindern;SN18700;28.08.1960;13,7;16,8;20,9
Oslo - Blindern;SN18700;29.08.1960;13,3;14,7;18,5
Oslo - Blindern;SN18700;30.08.1960;8,2;10,2;15,4
Oslo - Blindern;SN18700;31.08.1960;4,2;10,4;16,6
Oslo - Blindern;SN18700;01.09.1960;5,5;10,7;16,2
Oslo - Blindern;SN18700;02.09.1960;4,5;11,1;16,9
Oslo - Blindern;SN18700;03.09.1960;4,3;11,4;17,9
Oslo - Blindern;SN18700;04.09.1960;8;10,4;14,1
Oslo - Blindern;SN18700;05.09.1960;8,2;9,2;10,9
Oslo - Blindern;SN18700;06.09.1960;8;9,3;12,7
Oslo - Blindern;SN18700;07.09.1960;3,6;9,6;16,1
Oslo - Blindern;SN18700;08.09.1960;4,2;10,9;17,3
Oslo - Blindern;SN18700;09.09.1960;6,2;11,9;15,4
Oslo - Blindern;SN18700;10.09.1960;6,7;12,1;16,8
Oslo - Blindern;SN18700;11.09.1960;5,7;11,5;15,3
Oslo - Blindern;SN18700;12.09.1960;13,4;14,7;16,5
Oslo - Blindern;SN18700;13.09.1960;13,8;14,8;17,8
Oslo - Blindern;SN18700;14.09.1960;13,4;14,4;15,9
Oslo - Blindern;SN18700;15.09.1960;10,8;13;16,9
Oslo - Blindern;SN18700;16.09.1960;11,3;13;16,7
Oslo - Blindern;SN18700;17.09.1960;9,3;12,2;15,6
Oslo - Blindern;SN18700;18.09.1960;8,9;11,8;15,2
Oslo - Blindern;SN18700;19.09.1960;11,2;11,7;13,4
Oslo - Blindern;SN18700;20.09.1960;11,7;13,7;14,9
Oslo - Blindern;SN18700;21.09.1960;12,7;14;14,5
Oslo - Blindern;SN18700;22.09.1960;13,7;14,3;16,2
Oslo - Blindern;SN18700;23.09.1960;12,8;13,3;14,2
Oslo - Blindern;SN18700;24.09.1960;12,3;13,4;15,7
Oslo - Blindern;SN18700;25.09.1960;9,8;11,9;16,1
Oslo - Blindern;SN18700;26.09.1960;5,6;10,4;13,7
Oslo - Blindern;SN18700;27.09.1960;5,7;7,5;10,4
Oslo - Blindern;SN18700;28.09.1960;2,4;5,8;10,1
Oslo - Blindern;SN18700;29.09.1960;2,7;6;10,8
Oslo - Blindern;SN18700;30.09.1960;0,2;4,5;10,9
Oslo - Blindern;SN18700;01.10.1960;-0,6;4,8;11,5
Oslo - Blindern;SN18700;02.10.1960;0;4,4;11,1
Oslo - Blindern;SN18700;03.10.1960;1,7;7,4;10,7
Oslo - Blindern;SN18700;04.10.1960;7,6;9,2;10,9
Oslo - Blindern;SN18700;05.10.1960;7;7,6;9,5
Oslo - Blindern;SN18700;06.10.1960;6,9;8,9;11,4
Oslo - Blindern;SN18700;07.10.1960;7,5;7,9;10
Oslo - Blindern;SN18700;08.10.1960;5,3;6,5;7,6
Oslo - Blindern;SN18700;09.10.1960;6,4;7,5;8,3
Oslo - Blindern;SN18700;10.10.1960;6,5;7,4;8,6
